expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
12/7/2021,APG Media Chesapeake,29088 Air Park Drive  Easton  Maryland 21601,Business/Group/Organization,445,Cox  Richard for Sheriff,Media,Online Advertising,NA,EFT,NA,Electoral,Media Adv.,NA
6/6/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,43.78,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/7/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.35,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/22/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2/19/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
3/19/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
4/16/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
5/14/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
6/11/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
7/9/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
8/6/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
9/3/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
10/1/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
10/29/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
11/26/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
12/24/2021,The Washington Post Company,1150 15th St. NW  Washington  District Of Columbia 20071,Business/Group/Organization,10.6,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
2/8/2021,Weebly  Inc,460 Bryant St  #100  San Francisco  Maryland 94107,Business/Group/Organization,96,Represent Maryland PAC,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
9/16/2021,M2 Group Marketing & Communication,7316 Waverly Island Road  Easton  Maryland 21601,Business/Group/Organization,326.85,McKay  Mike Citizens to Elect,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
9/17/2021,MICHAEL WAYNE  MCKAY,407 Washington Street  Cumberland  Maryland 21502,Self (Candidate),1700,McKay  Mike Citizens to Elect,Media,Radio,NA,Check,NA,Electoral,Advertising WCMD-AM,NA
6/16/2021,7th District Rescue Squad,PO Box 7  Avenue  Maryland 20609,Business/Group/Organization,250,Crosby  Brian M. Committee to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,7th District Rescue Squad 2021 Lawnmower Races flyer and website advertisement,NA
7/14/2021,Willows Recreation Center,46961 Bradley Blvd.  Lexington Park  Maryland 20653,Business/Group/Organization,240,Crosby  Brian M. Committee to Elect,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
12/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
11/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
10/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
9/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
8/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
7/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
6/29/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,60.09,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
3/20/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,56.69,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
2/20/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,56.69,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
1/20/2021,MAILCHIMP,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,56.69,Represent Maryland PAC,Media,Online Advertising,NA,Debit Card,NA,Administrative,NA,NA
12/7/2021,GoDaddy  Inc,14455 Hayden Road  Scottsdale  Arizona 85260,Business/Group/Organization,31.16,Represent Maryland PAC,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
8/7/2021,GoDaddy  Inc,14455 Hayden Road  Scottsdale  Arizona 85260,Business/Group/Organization,155.8,Represent Maryland PAC,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
5/27/2021,Domains Priced Right,2150 E. Warner Road  Tempe  Arizona 85284,Business/Group/Organization,149.36,Gahler  Jeff Committee To Elect,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Domain renewals,NA
8/9/2021,Domains Priced Right,2150 E. Warner Road  Tempe  Arizona 85284,Business/Group/Organization,95.88,Gahler  Jeff Committee To Elect,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
6/24/2022,Forever Media,Port Street  Easton  Maryland 21601,Business/Group/Organization,978,Keogh  Maureen for Judge,Media,Radio,NA,Check,NA,Electoral,NA,NA
2/15/2022,Sign Rocket,340 Broadway Ave  St. Paul Park  Minnesota 55071,Business/Group/Organization,1100,Young  Calvin Supporters of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
1/21/2021,Rice Consulting  LLC,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,Business/Group/Organization,643.15,Healey  Anne Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
5/5/2021,Rice Consulting  LLC,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,Business/Group/Organization,112.5,Healey  Anne Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
5/5/2021,Rice Consulting  LLC,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,Business/Group/Organization,168,Healey  Anne Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
8/2/2021,Rice Consulting  LLC,17 West Courtland Street  Suite 210  Bel Air  Maryland 21014,Business/Group/Organization,168,Healey  Anne Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
12/29/2021,88Visual,17930 Garden Ln  Hagerstown  Maryland 21740,Business/Group/Organization,1250,Boffman  Daryl Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
9/9/2021,88Visual,17930 Garden Ln  Hagerstown  Maryland 21740,Business/Group/Organization,1125,Boffman  Daryl Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
8/3/2021,88Visual,17930 Garden Ln  Hagerstown  Maryland 21740,Business/Group/Organization,2500,Boffman  Daryl Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
11/1/2021,Wix.com,500 Terry Francois Blvd  San Fransisco  California 94518,Business/Group/Organization,282,Peed  Jesse A.  Citizens for  for Senate,Media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
11/1/2021,Wix.com,500 Terry Francois Blvd  San Fransisco  California 94518,Business/Group/Organization,34.29,Peed  Jesse A.  Citizens for  for Senate,Media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
5/5/2022,Facebook Inc,1 Hackey Way  Menlo Park  California 94025,Business/Group/Organization,10,Paschall  Patrick Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Online Outreach,NA
6/14/2022,Facebook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,28.83,Waldstreicher  Jeff Friends Of,Media,Online Advertising,NA,Check,Jeff Waldstreicher,Electoral,NA,NA
1/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
1/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/16/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/22/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
4/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
4/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/17/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
6/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/16/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/23/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
9/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
9/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
3/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/15/2021,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/21/2021,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Davis  Debra Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/4/2021,Square Inc,1455 Market St  San Fransisco  California 94103,Business/Group/Organization,30.74,Washington  Mary People Uniting to Elect,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/8/2021,Google Service Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Hester  Katie (Kathryn) Fry Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/9/2021,Mailchimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.94,Hester  Katie (Kathryn) Fry Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
1/4/2022,WebIXI  Inc,P.O. Box 511  Churchville  Maryland 21028,Business/Group/Organization,1800,Gallion  Jason Friends of,Media,Consulting Fees - Media,NA,Electronic Check,NA,Electoral,NA,NA
1/7/2022,JASON CHARLES  GALLION,PO Box 326  Churchvlle  Maryland 21028,Self (Candidate),360,Gallion  Jason Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
8/30/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35.51,Burkett  Charles Citizens for,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,Facebook Ad,NA
7/12/2022,FACEBOOK,575 7th St NW  Washington  District Of Columbia 20004,Business/Group/Organization,-108.28,Jackson  Branndon Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/15/2022,wix,500 Tery A Francois Blvd Fl  San Francisco  California 94158,Business/Group/Organization,-56.86,Jackson  Branndon Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
9/30/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,109.49,Burkett  Charles Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/6/2022,Jennifer Johnson,90 Russell Street  Annapolis  Maryland 21401,Individual,100,Keogh  Maureen for Judge,Media,Book/Brochure Advertising,NA,Check,Post haste mailing,Electoral,NA,NA
8/18/2021,Friends of Chaz Packan,6539 North Shore Way  New Market  Maryland 21774,Business/Group/Organization,600.3,Packan Charles Friends for County Council (District 4),Media,Media - Website Development,NA,Check,KW Photography and d,Electoral,NA,NA
10/15/2021,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,44.52,Reznik  Kirill Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/1/2021,Web Editor Design Services,P. O. Box 1595  Amherst  New York 14226,Business/Group/Organization,105,Reznik  Kirill Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/10/2021,Human Age Digital,2700 Post Oak Blvd  21st Floor  Houston  Texas 77056,Business/Group/Organization,1475,Wilkins  Jheanelle Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
10/6/2021,E Plus Graphics & Promotions,515 B East Main Street  Emmitsburg  Maryland 21727,Business/Group/Organization,500,Valentine  William Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/1/2021,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.99,Harrison  Andrea Friends Of,Media,Phones / Robo calls,NA,Electronic Check,NA,Electoral,NA,NA
4/22/2022,facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,165.83,Bennett  Jacob Vote for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/8/2021,Millennial Marketing Agency,10509 Willow Run Ct  La Pl  Maryland 20646,Business/Group/Organization,400,Proctor  Sarah For The People,Media,Online Advertising,NA,Check,NA,Electoral,Millennial Marketing created an event page for Fundraiser on face book and website:  thepeopleforsarahproctor.com and Elect Sarah Proctor Circuit Court - Facebook.,NA
5/11/2021,GKCA 4th of July Parade,11 Kings Glen Ct  Kingsville  Maryland 21087,Business/Group/Organization,50,Geelhaar  Glen Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,quarter page Glen Geelhaar for Delegate Parade Book ad,NA
